id,name,link,coauthor_count,degrees
55970676400,Mogens Vyberg,https://www.scopus.com/authid/detail.uri?authorId=55970676400,537,2
35390834800,Johnni F. Hansen,https://www.scopus.com/authid/detail.uri?authorId=35390834800,787,2
6603302385,Jenette Creaney,https://www.scopus.com/authid/detail.uri?authorId=6603302385,1701,2
16239669100,Oluf Dimitri Røe,https://www.scopus.com/authid/detail.uri?authorId=16239669100,263,2
18537457800,Joanne Peverall,https://www.scopus.com/authid/detail.uri?authorId=18537457800,118,2
57452732900,Shane Colkers,https://www.scopus.com/authid/detail.uri?authorId=57452732900,7,2
57191622569,Nathan J. Acott,https://www.scopus.com/authid/detail.uri?authorId=57191622569,29,2
57210571620,Calvin Sidhu,https://www.scopus.com/authid/detail.uri?authorId=57210571620,48,2
55293837800,Deirdre B. Fitzgerald,https://www.scopus.com/authid/detail.uri?authorId=55293837800,107,2
56720253600,Hui Min Cheah,https://www.scopus.com/authid/detail.uri?authorId=56720253600,60,2
37562151300,Anitha A. Thomas,https://www.scopus.com/authid/detail.uri?authorId=37562151300,32,2
55279702000,Nathan Tobias Harvey,https://www.scopus.com/authid/detail.uri?authorId=55279702000,110,2
36817774100,Benjamin Andrew Wood,https://www.scopus.com/authid/detail.uri?authorId=36817774100,261,2
55942938900,Nima Mesbah Ardakani,https://www.scopus.com/authid/detail.uri?authorId=55942938900,130,2
57189716341,Corrine Wallace,https://www.scopus.com/authid/detail.uri?authorId=57189716341,8,2
6507396557,Benhur Amanuel,https://www.scopus.com/authid/detail.uri?authorId=6507396557,274,2
23768345200,Daniel D. Wong,https://www.scopus.com/authid/detail.uri?authorId=23768345200,137,2
57212836629,Arash Badiei,https://www.scopus.com/authid/detail.uri?authorId=57212836629,84,2
57209345763,Ming S. Chai,https://www.scopus.com/authid/detail.uri?authorId=57209345763,4,2
57208166414,Mariana Lizeth Orozco Morales,https://www.scopus.com/authid/detail.uri?authorId=57208166414,4,2
56076560500,Nagi M. Marsit,https://www.scopus.com/authid/detail.uri?authorId=56076560500,24,2
55770423100,Owen Douglas McIntosh,https://www.scopus.com/authid/detail.uri?authorId=55770423100,19,2
7004576862,Andrew Hopkinson,https://www.scopus.com/authid/detail.uri?authorId=7004576862,111,2
55212826700,Laura Elizabeth Sidney,https://www.scopus.com/authid/detail.uri?authorId=55212826700,77,2
57221013971,Linda Ye,https://www.scopus.com/authid/detail.uri?authorId=57221013971,13,2
57714346600,Mihitha Ariyapperuma,https://www.scopus.com/authid/detail.uri?authorId=57714346600,4,2
57226378427,Angela Jacques,https://www.scopus.com/authid/detail.uri?authorId=57226378427,508,2
55905357200,Tarek M. Meniawy,https://www.scopus.com/authid/detail.uri?authorId=55905357200,472,2
7006949863,Michael J. Millward,https://www.scopus.com/authid/detail.uri?authorId=7006949863,1244,2
6603217918,Alec J. Redwood,https://www.scopus.com/authid/detail.uri?authorId=6603217918,244,2
7402517928,Bruce W.S. Robinson,https://www.scopus.com/authid/detail.uri?authorId=7402517928,1995,2
7404414304,Carla Thomas,https://www.scopus.com/authid/detail.uri?authorId=7404414304,54,2
6603559867,Katrina Spilsbury,https://www.scopus.com/authid/detail.uri?authorId=6603559867,183,2
25637357100,Connull Leslie,https://www.scopus.com/authid/detail.uri?authorId=25637357100,142,2
56906457200,Shaokang Ma,https://www.scopus.com/authid/detail.uri?authorId=56906457200,40,2
57203287763,Thomas H. Casey,https://www.scopus.com/authid/detail.uri?authorId=57203287763,45,2
57754068600,Belinda B. Guo,https://www.scopus.com/authid/detail.uri?authorId=57754068600,15,2
7006356547,Anthony Bosco,https://www.scopus.com/authid/detail.uri?authorId=7006356547,337,2
26433179400,Alistair R.R. Forrest,https://www.scopus.com/authid/detail.uri?authorId=26433179400,740,2
56878432200,Emma de Jong,https://www.scopus.com/authid/detail.uri?authorId=56878432200,159,2
55659418600,Joanne Salmons,https://www.scopus.com/authid/detail.uri?authorId=55659418600,44,2
57211860130,Graeme Wan,https://www.scopus.com/authid/detail.uri?authorId=57211860130,17,2
57198812579,Jessica N. Solin,https://www.scopus.com/authid/detail.uri?authorId=57198812579,21,2
18634653000,Sally M. Lansley,https://www.scopus.com/authid/detail.uri?authorId=18634653000,78,2
57195488227,Kiarash Behrouzfar,https://www.scopus.com/authid/detail.uri?authorId=57195488227,4,2
57193854832,Mohammad Alaee,https://www.scopus.com/authid/detail.uri?authorId=57193854832,18,2
16679869000,Mitra Nourbakhsh,https://www.scopus.com/authid/detail.uri?authorId=16679869000,223,2
56541701200,Zafar Gholinejad,https://www.scopus.com/authid/detail.uri?authorId=56541701200,19,2
24067074800,Abolfazl Golestani,https://www.scopus.com/authid/detail.uri?authorId=24067074800,166,2
57189711967,Peey Sei Kok,https://www.scopus.com/authid/detail.uri?authorId=57189711967,86,2
6602839691,Patrick M. Forde,https://www.scopus.com/authid/detail.uri?authorId=6602839691,784,2
57216255608,Brett G.M. Hughes,https://www.scopus.com/authid/detail.uri?authorId=57216255608,499,2
57326369200,Zhuoxin Sun,https://www.scopus.com/authid/detail.uri?authorId=57326369200,40,2
55496749500,Christopher S.B. Brown,https://www.scopus.com/authid/detail.uri?authorId=55496749500,618,2
56931920000,Suresh S. Ramalingam,https://www.scopus.com/authid/detail.uri?authorId=56931920000,4824,2
53364703000,Sonia S. Yip,https://www.scopus.com/authid/detail.uri?authorId=53364703000,345,2
35079153500,Kenneth J. O’Byrne,https://www.scopus.com/authid/detail.uri?authorId=35079153500,2047,2
6602294381,Nick Pavlakis,https://www.scopus.com/authid/detail.uri?authorId=6602294381,2529,2
6507427248,Julie Renee Brahmer,https://www.scopus.com/authid/detail.uri?authorId=6507427248,1428,2
6503916207,Valsamo K. Anagnostou,https://www.scopus.com/authid/detail.uri?authorId=6503916207,586,2
57225462809,Kate S. Ford,https://www.scopus.com/authid/detail.uri?authorId=57225462809,72,2
57434410500,Karen Fitzpatrick,https://www.scopus.com/authid/detail.uri?authorId=57434410500,18,2
57434410600,Alison Bricker,https://www.scopus.com/authid/detail.uri?authorId=57434410600,18,2
54885371200,Michelle M. Cummins,https://www.scopus.com/authid/detail.uri?authorId=54885371200,169,2
12753292600,Martin Richard Stockler,https://www.scopus.com/authid/detail.uri?authorId=12753292600,1115,2
57195925877,Samantha E. Bowyer,https://www.scopus.com/authid/detail.uri?authorId=57195925877,89,2
15756810900,Raelene Endersby,https://www.scopus.com/authid/detail.uri?authorId=15756810900,248,2
57210209388,Sarah J. Dart,https://www.scopus.com/authid/detail.uri?authorId=57210209388,38,2
57226448553,Muhammad U. Hakeem,https://www.scopus.com/authid/detail.uri?authorId=57226448553,7,2
