publication_eid,author_id
16702436,7004330215
16702436,7102276896
16728477,7004330215
16728477,7006811808
16728477,7102276896
16728477,57067794300
16739959,7006179271
16739959,57177342400
16758388,6506008843
16758388,7101785826
16758388,57203078481
16836657,7006179271
16836657,57177342400
16990842,7006380073
16990842,56456198600
17027509,6602135457
17027509,7004330215
17027509,7102276896
17058636,6701481612
17058636,7004330215
17058636,7005126680
17067698,7004950562
17067698,7005252582
17067698,7006415432
17067698,24584623600
17067698,57204252089
17074094,7006179271
17074094,57177342400
17100065,7005034685
17100065,7006352388
17133198,7101785826
17133198,16406310800
17153185,7006525821
17153185,7201835628
17153185,57190144062
17175571,6602121021
17175571,7006525821
17177147,7005034685
17177147,7006352388
17205651,7006179271
17205651,57177342400
17221136,6602950613
17221136,7004484250
17221136,7006380073
17221136,7601458464
17221953,6603212941
17221953,7201633263
17221953,7202436291
17221953,7404498457
17222222,6602950613
17222222,6603268142
17222222,7004484250
17222222,7005265761
17222222,7006380073
17222222,7006880112
17229531,7005034685
17229531,7006352388
17229964,7003370482
17229964,7005504774
17229964,7202436291
17248009,7004226682
17248009,7004484250
17248009,7006380073
17248009,7006880112
17248009,57191007279
17262718,6508197946
17262718,7005504774
17262718,7202436291
17262718,57190898003
17310894,7004330215
17310894,7006811808
17340026,7006525821
17340026,36841590800
17343712,7006525821
17347909,7005412627
17347909,7202139148
17387366,7005412627
17387366,7202139148
17486124,6701481612
17486124,7004330215
17486124,7005126680
17486124,7006811808
17486124,7102276896
17486124,16060985700
17533470,7005311882
17533470,16060985700
17533470,57203254320
17601956,7101883836
17601956,7102087724
17601956,34571078200
17651824,6602135457
17651824,7004330215
17651824,7006625323
17651824,7102276896
17680582,7101785826
17680582,7202993018
17700906,6507407156
17700906,7004660950
17700906,7004673294
17700906,7004987023
17700906,7006891240
17700906,7102584164
17700906,7202436291
17700906,36870723900
17800115,7004950562
17810793,7005311882
17810793,16060985700
17810793,57199283075
17810793,57203254320
17875972,7004950562
17875972,7005252582
17875972,7006415432
17875972,24584623600
17875972,57204252089
18102830,7202436291
18102830,7404498457
18119185,7004330215
18119185,7006668821
18163633,6602725357
18163633,7003964392
18163633,7005215430
18163633,7101883836
18163633,7102087724
18163633,7202356471
18163633,57225804457
18167002,7202139148
18245486,7004107401
18245486,7006811808
18271895,7006668821
18271895,7006811808
18271895,7403254299
18271895,26435727800
18271895,34571078200
18364459,6601991074
18364459,7004950562
18373056,7005504774
18373056,7202436291
18373056,57193559507
18396614,7004330215
18396614,7006811808
18396614,7201594814
18396614,57206369532
18533819,7401947848
18533819,35918054900
18567245,6602331200
18567245,7005034685
18567245,7005165083
18567245,7006352388
18567245,55727574000
18570145,7003357122
18570145,7202491204
18570145,7401947848
18570145,35918054900
18570145,57199181579
18570145,57199278507
18577780,7004330215
18577780,7006811808
18577780,57206369532
18603702,7202139148
18603702,7202412279
18604948,7004330215
18604948,7006625323
18604948,7006811808
18604948,7101670885
18615004,7005012355
18615004,7005034685
18615004,35894857900
18640594,6602331200
18640594,7005034685
18640594,7005165083
18640594,7006352388
18640594,55727574000
18646199,7004967072
18646199,7006525821
18648236,7004967072
18648236,7006525821
18691603,6603787435
18691603,7004330215
18691603,7006811808
18691603,57195147762
18715702,7005939994
18715702,7101883836
18715702,7102087724
18715702,55411298100
18725940,7004055216
18725940,35918610400
18782046,6507582094
18782046,6701569259
18782046,7003357122
18782046,35610982900
18782046,35918054900
18782046,57197313228
18784833,6603222944
18784833,6701481612
18784833,7004950562
18784833,7101666583
18784833,57198758232
18788682,7006811808
18803154,6507582094
18803154,7003357122
18803154,7005916217
18803154,35610982900
18803154,35918054900
18805096,7006668821
18805096,7006811808
18805096,7403220997
18805096,35774675500
18827069,7003719080
18827069,7006525821
18837791,7004440335
18837791,7101913325
18837791,7202356471
18839924,6505455275
18839924,7004967072
18839924,7006525821
18844747,6602273103
18844747,7005408607
18844747,7005854519
18844747,7101883836
18844747,7403519680
18844747,35944486200
18858663,6602617893
18858663,6701664284
18858663,7202356471
18874938,6603787435
18874938,7004330215
18874938,7006811808
18874938,57195147762
18881157,7006523278
18881157,37092924700
18907309,6508254446
18907309,7401947848
18907309,35918054900
18907309,57189147484
18916664,7005034685
18916664,7006352388
18916664,7202488935
18916664,7202577919
18916664,7801377225
18916664,55454358900
18916664,57209055543
18953557,6601991074
18953557,6603222944
18953557,7004950562
18953557,7101666583
18958215,7005034685
18958215,7006352388
18959310,6602331200
18959310,6603355114
18959310,7005034685
18959310,7006352388
18959310,7007041237
19131483,6603787435
19131483,7004330215
19131483,7006811808
19131483,57195147762
19168099,7005012355
19168099,7005034685
19168099,7006352388
19168099,35894857900
19175575,7006811808
19175575,7103404188
19194230,7003868757
19194230,7005069762
19194230,7007092676
19206004,7005408607
19206004,7005854519
19206004,7101883836
19206004,7102704439
19206004,35944486200
19206004,55627553800
19206004,55833520500
19206004,57206467837
19230782,7004484250
19230782,7005265761
19230782,7006380073
19250904,7006088057
19250904,7006525821
19250904,7402038796
19250904,35415571300
19278572,6602331200
19278572,7005034685
19278572,7006352388
19294924,7006789796
19294924,7401947848
19294924,35918054900
19294924,56261468300
19328630,6507356668
19328630,7102548233
19328630,35918054900
19328630,57199699758
19328630,57216983716
19390370,6602617893
19390370,7202356471
19402095,7005939994
19402095,7101883836
19402095,7102087724
19402095,8519763500
19402095,57191355780
19417368,7003719080
19417368,7006525821
19422227,7003868757
19422227,7007092676
19444829,7005001642
19444829,7006380073
19444829,7202249371
19449676,7004330215
19449676,7006625323
19449676,7006811808
19449676,7201594814
19449676,16060985700
19449676,24530908500
19463066,7003761679
19463066,7005034685
19463066,7006352388
19466827,7801442127
19466827,35918054900
19466827,57199699758
19471890,7005311882
19471890,7006811808
19471890,57203254320
19496416,7006088057
19496416,7006525821
19501120,7004330215
19501120,7006625323
19501120,7006811808
19504891,7005311882
19504891,7005964688
19504891,7006811808
19504891,7801683157
19504891,57203254320
19506207,7006088057
19506207,7006525821
19506207,7401902165
19511240,7005504774
19511240,7202404752
19511240,7202436291
19516908,7006525821
19516908,7801470860
19516908,57221408887
19517792,7003679756
19517792,7005962407
19517792,7202436291
19638247,7005012355
19638247,7005034685
19638247,7006352388
19638247,35894857900
19656698,7005706766
19656698,7007031038
19696272,6602886652
19696272,7006179271
19696272,7202344320
19727562,7101785826
19729323,7005034685
19729323,7006352388
19729323,7202577919
19729323,7409450199
19729323,7801377225
19729323,55454358900
19729323,57209055543
19754558,6601991074
19754558,7004950562
19758397,7006846606
19758397,7202139148
19765903,7202139148
19765903,7202412279
19773939,7007092676
19773939,7102817095
19790945,6603890268
19790945,7003900475
19790945,7006184213
19790945,55668972200
19791578,6504421666
19791578,7005034685
19791578,7006352388
19813925,7005311882
19813925,16060985700
19813925,57203254320
19827192,6601991074
19827192,7004950562
19833233,7006525821
19833233,7202356471
19834299,6601991074
19834299,7004950562
19834299,55945182600
19839049,7006179271
19839049,57177342400
19854751,7004330215
19854751,7006625323
19854751,7006811808
19854751,24525658800
19854751,57206369532
19856954,7006374400
19856954,7006380073
19856954,7006986189
19860582,6603117699
19860582,7005322223
19860582,7006380073
19860582,7007030028
19860582,14324754000
19860582,36817543700
19860582,51763578100
19863329,6506335299
19863329,6603815466
19863329,7003679756
19863329,7005962407
19863329,7101646034
19863329,7202436291
19866929,6508095124
19866929,7005034685
19866929,7006352388
19866929,55287148400
19892116,7102822322
19892116,7403044116
19892116,35918054900
19892116,57199699758
19943093,7004440335
19943093,7005045980
19943093,7101913325
19943093,57551767800
19949033,7006525821
19949033,7202356471
19949033,7202917258
19956724,7003719080
19956724,7006525821
19956727,7005330154
19956727,7006525821
19956727,7202917258
19956727,35444516800
19956727,57202212740
20007605,7006179271
20007605,57177342400
20031666,7006525821
20031666,7202917258
20031666,57202212740
20049917,6602617893
20049917,7202356471
20054983,7003652763
20054983,35918054900
20054983,36882751300
20054983,57199699758
20072901,6601991074
20072901,7004950562
20072901,24523903700
20073291,7003868757
20073291,7007092676
20081065,7005504774
20081065,7202404752
20081065,7202436291
20119295,6601991074
20119295,7004950562
20119295,55945182600
20237120,7202139148
20237120,7202412279
20325238,6504614688
20325238,7005311882
20325238,16060985700
20325238,57203254320
20326143,6602489266
20326143,6603265690
20326143,7003405213
20326143,7006375020
20326143,7401947848
20326143,7406286328
20326143,24457723600
20326143,35466880500
20326143,35918054900
20326143,55524705800
20326143,57199278507
20326143,57205872021
20326785,7003868757
20326785,7007092676
20354654,6603779582
20354654,7006525821
20355746,6508095124
20355746,7005034685
20355746,7006352388
20359705,6603216819
20359705,7006380073
20359705,7405926089
20359705,35966538500
20359865,7006088057
20359865,7006525821
20359865,35415571300
20374124,7006523278
20374124,37092924700
20398136,6603890268
20398136,7003900475
20398136,7006184213
20417733,7006380073
20417733,7102101753
20417733,24447086500
20417733,56133362500
20417733,57191007279
20419150,7102371376
20419150,7202139148
20419150,7401431978
20419150,57197078396
20453006,6601991074
20453006,7004950562
20453006,24523903700
20453006,56628161400
20464367,7005939994
20464367,7101883836
20464367,7102087724
20472131,7006811808
20472131,7103404188
20480094,6603890268
20480094,7003900475
20480094,7006184213
20481120,6602652202
20481120,7006179271
20481120,7202240774
20489898,7003754703
20489898,7101883836
20489898,7102087724
20489898,7103404188
20489898,9742651600
20489898,16484157000
20500042,7004699703
20500042,7007031038
20512687,7004400303
20512687,7101670885
20512687,7101720208
20512687,7102087724
20524145,6505596463
20524145,7007092676
20530686,6602652202
20530686,7006179271
20530686,7202240774
20536159,6602766950
20536159,7004049573
20536159,7006525821
20536159,7201848258
20536159,7202917258
20536583,6601991074
20536583,7004950562
20536583,55404386400
20536835,6701754700
20536835,7101883836
20536835,7102087724
20536835,9742651600
20583561,7003796445
20583561,7004484250
20583561,7005436735
20583561,7006380073
20583561,7102153220
20583561,7403375484
20583561,55738801100
20583561,56713564500
20595773,35918054900
20595773,36072060300
20595773,57197179745
20596664,7102530063
20596664,7201781999
20596664,35918054900
20611173,6505581298
20611173,7005212606
20611173,7006523278
20611173,37092924700
20619242,6701754700
20619242,7101883836
20619242,7102087724
20619242,9742651600
20627881,6602617893
20627881,7201563238
20627881,7202356471
20638537,6601991074
20638537,7003581137
20638537,7004950562
20676192,7004344521
20676192,7004562625
20676192,7101883836
20676192,7102087724
20676192,7103404188
20676192,9742651600
20678144,7101883836
20678144,7102087724
20678144,7103404188
20678144,7404530542
20678144,9742651600
20678144,35838891700
20683378,7004344521
20683378,7004562625
20683378,7006672317
20683378,7101883836
20683378,7102087724
20683378,7103404188
20683378,9742651600
20683378,16484157000
20683432,7004344521
20683432,7004562625
20683432,7101883836
20683432,7102087724
20683432,7103404188
20683432,9742651600
20683432,16484157000
20695042,7003868757
20695042,7007092676
20695042,55214882500
20695590,7003868757
20695590,7004871099
20695590,7007092676
20695590,7101760134
20745370,7101883836
20745370,7102087724
20745370,9742651600
20760311,6601991074
20760311,7004562625
20760311,7004950562
20760311,35958163900
20760311,55945182600
20783658,6506330034
20783658,7004200106
20783658,7004330215
20783658,7006811808
20783658,7403298357
20783658,57196698209
20783658,57198588743
20783658,57198874670
20783658,57212785745
20819070,6506335299
20819070,6603815466
20819070,7003679756
20819070,7005962407
20819070,7101646034
20819070,7202436291
20887603,7003709594
20887603,7005146311
20887603,7005408607
20887603,7201537795
20959995,6602387939
20959995,6603815466
20959995,7003679756
20959995,7005962407
20959995,7101646034
20959995,7101724759
20959995,7102995415
20959995,7202436291
20959995,56796220200
20961705,6602387939
20961705,6603815466
20961705,7003679756
20961705,7005962407
20961705,7101646034
20961705,7101724759
20961705,7102995415
20961705,7202436291
20961705,56796220200
20967157,7003581137
20967157,7004400303
20967157,7004950562
20967157,7101670885
20992220,7101785826
21025022,6701754700
21025022,7004344521
21025022,7101883836
21025022,7102087724
21025022,7103404188
21025022,9742651600
21025231,6602652202
21025231,7006179271
21025231,7202240774
21039146,7005504774
21039146,7202404752
21039146,7202436291
21039146,7202646564
21043853,6602652202
21043853,7006179271
21043853,7202240774
21043853,7801515947
21046489,7005034685
21046489,7006352388
21046489,7006415148
21048651,6601991074
21048651,7004950562
21048651,24523903700
21048651,57209055543
21051817,6601991074
21051817,7003581137
21051817,7004950562
21073467,7101883836
21073467,7102087724
21073467,7103404188
21098137,7004699703
21098137,7007031038
21118551,7003868757
21118551,7007092676
21118551,7501539347
21165501,6603216819
21165501,6603484634
21165501,7006380073
21165501,7102250584
21165501,7102844042
21165501,7103359717
21165501,7403138270
21165501,56713560800
21189346,6505829170
21189346,16060985700
21189346,57203254320
21220853,7004719791
21220853,17135774200
21220853,35918054900
21220853,36072060300
21232825,7006525821
21232825,7202917258
21233346,7003581137
21233346,7004950562
21233346,7202231781
21254020,7004344521
21254020,7004562625
21254020,7101883836
21254020,7102077172
21254020,7102087724
21254020,7103404188
21254020,9742651600
21262556,7102959950
21262556,7202178316
21262556,56224626000
21262556,57217891619
21262557,7202178316
21262557,56224626000
21263760,6601991074
21263760,7004950562
21263760,7201415459
21263760,55338808200
21263760,55404386400
21270490,7102699009
21270490,7401534449
21270490,35918054900
21270490,36072060300
21281944,6601991074
21281944,7004950562
21304731,7004699703
21304731,7007031038
21318358,6601991074
21318358,7004950562
21318358,7402529560
21321085,7003466081
21321085,7401702551
21321085,7404446246
21321085,36833142100
21321085,56224626000
21321085,56534703200
21331233,7202432203
21331233,7202436291
21331233,55496738100
21355593,7005939994
21355593,7101883836
21355593,7102087724
21355593,55411298100
21358524,7003719080
21358524,7006525821
21361108,7003868757
21361108,7007092676
21366292,7101883836
21366292,7102087724
21371489,6503862961
21371489,7101785826
21371489,16406310800
21423401,6602372483
21423401,6603566141
21423401,7003900475
21423401,7005531087
21423401,7006615251
21423401,7403901025
21423401,35512561300
21423401,55668972200
21430026,7003581137
21430026,7004400303
21430026,7004950562
21430026,7005547301
21565258,7202139148
21565258,7202412279
21637681,7006811808
21637681,7202432571
21637681,35473628500
21665186,6603673418
21665186,6701678262
21665186,7003453359
21665186,7003589558
21665186,7003758082
21665186,56253650700
21670994,7003581137
21670994,7004400303
21670994,7004950562
21670994,7101768312
21674238,7005939994
21674238,7101883836
21674238,7102087724
21676105,7005504774
21676105,7202404752
21676105,7202436291
21676105,7402767206
21676105,7404216161
21676344,7003868757
21676344,7007092676
21676344,7101760134
21676344,7102585127
21682307,6602652202
21682307,7004161363
21682307,7006179271
21682307,7202240774
21682307,57177342400
21682636,6603673418
21682636,6701678262
21682636,7003453359
21682636,56253650700
21689922,7006239441
21689922,35415571300
21689922,57202646662
21689922,57212330571
21689922,57218965064
21708287,6602652202
21708287,7006179271
21708287,7202240774
21708287,7801515947
21708699,7006525821
21708699,7006899694
21708699,7102251625
21708699,7202376203
21708699,7401822053
21708699,9271113100
21708699,55311455900
21713081,7202436291
21713081,57191497672
21713081,57212944329
21714650,7006525821
21714650,7202356471
21714650,11540831900
21718050,7202404752
21718050,7202436291
21718050,7202646564
21718050,57225251857
21718050,57509290800
21729823,6603673418
21729823,7003453359
21729823,56253650700
21733356,6602652202
21733356,7006179271
21733356,7202240774
21733356,7801515947
21737120,6602652202
21737120,7004161363
21737120,7006179271
21737120,7202240774
21737120,7402238880
21740319,7006811808
21740319,7101873711
21740319,7202311794
21740319,57217557269
21741239,6601966196
21741239,57198832516
21741239,57225318420
21795592,7006525821
21795592,7202917258
21809203,6504535276
21809203,6602652202
21809203,7006179271
21809203,7202240774
21811224,6603358633
21811224,7201844363
21811224,7202436291
21811224,56913757200
21821872,7004950562
21840730,7004719791
21840730,7102699009
21840730,35918054900
21840730,36072060300
21850227,7003719080
21850227,7006497405
21850227,7006525821
21850227,7202356471
21857748,7101883836
21857748,7102087724
21857748,8666682100
21857927,7005034685
21857927,7006352388
21857927,8379645200
21857927,57213628295
21863983,7004330215
21863983,7006811808
21863983,7201594814
21863983,7202311794
21867086,7402600597
21867086,24315834100
21867086,57216074075
21871281,6602652202
21871281,7006179271
21871281,7202240774
21878511,7003900475
21878511,7006615251
21886839,7007031038
21886839,57194984404
21891707,6701754700
21891707,6701797070
21891707,7101883836
21891707,7102087724
21891707,7103404188
21895119,6603627681
21895119,7202178316
21895119,56224626000
21912683,6504036879
21912683,7202436291
21916169,7005400483
21916169,7101883836
21916169,7102087724
21916169,7403515388
21916169,8661134700
21916169,24166167900
21920791,7006179271
21920791,7102315347
21920791,7202240774
21920791,55258176400
21927406,7005412627
21927406,7202139148
21930508,6505843167
21930508,7101913325
21930508,7202356471
21932827,7006523278
21932827,7201453754
21932827,36977972800
21934014,7102276896
21934014,7202415346
21934014,8112544300
21934014,57190483017
21952772,6603076907
21952772,7004440335
21952772,7006136007
21952772,7101913325
21952772,35351518800
21952772,54586187400
21952772,55454358900
21952772,57197179965
21952772,57206632945
21952772,57530185200
21953406,7006210458
21953406,7102276896
21953406,7202242451
21953406,57190483017
21954725,7003271881
21954725,7202778259
21954725,57207923293
21959118,7101883836
21959118,7102087724
21959118,9742651600
21960023,7004001412
21960023,7006380073
21960023,7006846858
21960023,7006986189
21960023,7801311234
21963553,6602141843
21963553,6602652202
21963553,7006179271
21963553,7202240774
21967943,7003719080
21967943,7005902167
21967943,7006525821
21967943,7401902165
21967943,56747655400
21969024,7004719791
21969024,7102699009
21969024,35918054900
21969024,36072060300
21971764,6701754700
21971764,7004779637
21971764,7101883836
21971764,7102087724
21971764,9742651600
21979384,7004699703
21979384,7007031038
21982988,6602652202
21982988,7004161363
21982988,7006179271
21982988,7202240774
21982988,57177342400
21983833,7005508579
21983833,7102860769
21983833,36045477600
21983833,57217499930
21986396,6507382797
21986396,6603337466
21986396,7003719080
21986396,7006497405
21986396,7006525821
21986396,7401902165
21986396,7801314969
21986396,8666682100
21986396,36920465400
21986396,57207864009
21997625,7004719791
21997625,7006576700
21997625,7102699009
21997625,7103210314
21997625,7401534449
21997625,7403044116
21997625,35918054900
21997625,36072060300
21997625,55280011700
21997909,6507463890
21997909,6507868123
21997909,6701407305
21997909,7003536712
21997909,7005032602
21997909,7005184595
21997909,7006167878
21997909,7102701101
21997909,10243556200
22048588,7003581137
22048588,7004051678
22048588,7004400303
22048588,7004950562
22067691,7101913325
22067691,35351518800
22067691,35373080600
22103132,7202139148
22220286,6602652202
22220286,7006179271
22220286,7102315347
22220286,7202240774
22220627,7202139148
22240152,6601966196
22253825,7003868757
22253825,7007092676
22258914,6701797070
22258914,7005939994
22258914,7006672317
22258914,7101883836
22258914,7102087724
22258914,7102740516
22261197,7006179271
22261197,7202240774
22261197,7402238880
22261197,24531337300
22261285,6601991074
22261285,7004950562
22322491,6507012354
22322491,6507582094
22322491,7003357122
22322491,7006114691
22322491,7006234976
22322491,35610982900
22322491,35918054900
22322491,57213298283
22339760,7003868757
22339760,7004014905
22339760,7006633626
22339760,7007092676
22339760,7202326956
22339760,7202921961
22344657,7006497405
22344657,7006525821
22344657,7401902165
22345515,7006179271
22345515,7202240774
22345515,55258176400
22347218,7003868757
22347218,7007092676
22347218,7101760134
22347218,7102585127
22347615,6603673418
22347615,6701678262
22347615,7003453359
22347615,56253650700
22349089,7003453359
22349089,57196902083
22365292,7004562625
22365292,7101883836
22365292,7102077172
22365292,7102087724
22366562,7102699009
22366562,7401534449
22366562,35918054900
22366562,36072060300
22367111,7102699009
22367111,7102715366
22367111,24457723600
22367111,35918054900
22367111,57216983716
22369506,7101883836
22369506,7102087724
22369506,57191507389
22371502,6603032049
22371502,7004287383
22371502,7004950562
22371502,55945182600
22374229,6602652202
22374229,7006179271
22374229,7102315347
22374229,7202240774
22378286,7004506715
22378286,7101883836
22378286,7102087724
22378286,16406348400
22382129,7007092676
22382129,7103018533
22385071,7003271881
22385071,7202778259
22385071,7403037070
22386827,6603216819
22386827,7006157336
22386827,7006380073
22386827,7006986189
22386827,7406747779
22386827,35498464000
22386827,57213246027
22386827,57216053765
22393124,7003581137
22393124,7004400303
22393124,7004950562
22393124,57216191799
22402885,6602652202
22402885,7006179271
22402885,7202240774
22402885,57177342400
22403103,7006179271
22403103,7202240774
22403103,57177342400
22414550,7004330215
22414550,7006625323
22414550,7006811808
22414550,7201594814
22414550,7202311794
22415951,6603681956
22415951,7003900475
22415951,7005991492
22415951,7006615251
22415951,55668972200
22426770,7202139148
22427576,7006811808
22429831,7006179271
22429831,7102315347
22429831,7202240774
22439183,6603673418
22439183,7003453359
22439183,56253650700
22445452,7006523278
22445452,36934894000
22445452,37092924700
22459526,7003735043
22459526,7101883836
22459526,7102087724
22459526,7102305845
22473536,7004699703
22473536,7007031038
22479809,7006179271
22479809,7202240774
22479809,55258176400
22481420,7003719080
22481420,7006525821
22488168,7003868757
22488168,7007092676
22488168,7103018533
22501051,7003868757
22501051,7007092676
22501051,7103018533
22505225,7006525821
22505225,7007131919
22516010,6603006597
22516010,7004950562
22520973,7006523278
22520973,37092924700
22522777,7005504774
22522777,7202436291
22522777,56764171700
22539241,6602652202
22539241,7006179271
22539241,7102315347
22539241,7202240774
22539241,55528084700
22543513,6506168948
22543513,7202436291
22543513,7401950928
22543513,57190105375
22569920,7003271881
22569920,7202778259
22570573,7202436291
22570573,57190105375
22590848,6602617893
22590848,57195082849
22599668,6603482768
22599668,7005939994
22599668,7006029679
22599668,7101883836
22612116,6603013878
22612116,7003868757
22612116,7006633626
22612116,7007092676
22612116,7202921961
22628432,6701754700
22628432,6701797070
22628432,7101883836
22628432,7102087724
22628432,7103404188
22628432,9742651600
22640522,6602617893
22640522,7202356471
22640522,34571078200
22640522,57196932720
22649931,7402351612
22649931,35274731500
22649931,55232105400
22654849,7004344521
22654849,7006868487
22654849,7102087724
22654849,56630659700
22654849,57203073902
22691088,7101785826
22765233,7004950562
22765233,7202171189
22773318,6504072318
22773318,7004411473
22773318,7005408607
22773318,7006513522
22773318,55296365500
22773318,56355733300
22773318,57198450067
22810387,6602257909
22810387,7004950562
22810387,7101670885
22854712,7202436291
22854712,55462631600
22895031,6504157076
22895031,6603673418
22895031,7003453359
22895234,7003784839
22895234,7004838848
22895234,7202436291
22897219,6505896790
22897219,7006399515
22897219,7102699009
22897219,7402887027
22897219,35918054900
22897219,36072060300
22921832,6603681956
22921832,7003900475
22921832,7005991492
22921832,7006615251
22921832,55668972200
22931393,7005508579
22931393,7102860769
22959566,7007092676
22959566,7102817095
22959567,7007092676
22959567,7101859028
22970535,6603763396
22970535,7202139148
22976088,7003370482
22976088,7004732466
22976088,7006246617
22976088,7202436291
22976088,57018556900
22979950,7006523278
22979950,7403128603
22979950,25023127100
22979950,55439522200
23013662,6602652202
23013662,7006179271
23013662,7102315347
23013662,7202240774
23013662,57177342400
23014077,6602652202
23014077,6603105665
23014077,7006179271
23014077,7202240774
23014077,16468739400
23014077,36956097800
