id,name,link,degrees
7003271881,Keith R. Pennypacker,https://www.scopus.com/authid/detail.uri?authorId=7003271881,1
8130052000,Dirson D. de Mesquita,https://www.scopus.com/authid/detail.uri?authorId=8130052000,1
57192411358,Martina Vendrame,https://www.scopus.com/authid/detail.uri?authorId=57192411358,1
7103404371,Jordan Cassady,https://www.scopus.com/authid/detail.uri?authorId=7103404371,1
9737216300,Jennifer D. Newcomb,https://www.scopus.com/authid/detail.uri?authorId=9737216300,1
7003453359,Tatiana Žigová,https://www.scopus.com/authid/detail.uri?authorId=7003453359,1
6507233782,Cyndy Davis Sanberg,https://www.scopus.com/authid/detail.uri?authorId=6507233782,1
36046821700,Paul R. Sanberg,https://www.scopus.com/authid/detail.uri?authorId=36046821700,1
7005458824,Alison Elizabeth Willing,https://www.scopus.com/authid/detail.uri?authorId=7005458824,1
57214644795,Cheryl A. Kassed,https://www.scopus.com/authid/detail.uri?authorId=57214644795,1
57210001642,G. W. Patton,https://www.scopus.com/authid/detail.uri?authorId=57210001642,1
57210000920,D. D. Demesquita,https://www.scopus.com/authid/detail.uri?authorId=57210000920,1
6507845366,Matthew T. Navidomskis,https://www.scopus.com/authid/detail.uri?authorId=6507845366,1
6701407305,Sylvie Mémet,https://www.scopus.com/authid/detail.uri?authorId=6701407305,1
56087774100,Alain Israël,https://www.scopus.com/authid/detail.uri?authorId=56087774100,1
7402800306,Marcia N. Gordon,https://www.scopus.com/authid/detail.uri?authorId=7402800306,1
8431831400,Dave G. Morgan,https://www.scopus.com/authid/detail.uri?authorId=8431831400,1
7102087724,Peter H. Kay,https://www.scopus.com/authid/detail.uri?authorId=7102087724,1
7101913325,Phillip F. Jacobsen,https://www.scopus.com/authid/detail.uri?authorId=7101913325,1
6601966196,Peter J. Mirtschin,https://www.scopus.com/authid/detail.uri?authorId=6601966196,1
35351518800,Byron Arthur Kakulas,https://www.scopus.com/authid/detail.uri?authorId=35351518800,1
7006523278,Paul Gerard McMenamin,https://www.scopus.com/authid/detail.uri?authorId=7006523278,1
