publication eid,author id
2-s2.0-0020683378,7006672317
2-s2.0-0020683378,7101883836
2-s2.0-0020683378,7102087724
2-s2.0-0020683378,7103404188
2-s2.0-0020683378,9742651600
2-s2.0-0020683378,16484157000
2-s2.0-0020683432,7004344521
2-s2.0-0020683432,7004562625
2-s2.0-0020683432,7101883836
2-s2.0-0020683432,7102087724
2-s2.0-0020683432,7103404188
2-s2.0-0020683432,9742651600
2-s2.0-0020683432,16484157000
2-s2.0-0020745370,7101883836
2-s2.0-0020745370,7102087724
2-s2.0-0020745370,9742651600
2-s2.0-0020760311,6601991074
2-s2.0-0020760311,7004562625
2-s2.0-0020760311,7004950562
2-s2.0-0020760311,35958163900
2-s2.0-0020760311,55945182600
2-s2.0-0020783658,6506330034
2-s2.0-0020783658,7004200106
2-s2.0-0020783658,7004330215
2-s2.0-0020783658,7006811808
2-s2.0-0020783658,7403298357
2-s2.0-0020783658,57196698209
2-s2.0-0020783658,57198588743
2-s2.0-0020783658,57198874670
2-s2.0-0020783658,57212785745
2-s2.0-0020819070,6506335299
2-s2.0-0020819070,6603815466
2-s2.0-0020819070,7003679756
2-s2.0-0020819070,7005962407
2-s2.0-0020819070,7101646034
2-s2.0-0020819070,7202436291
2-s2.0-0020887603,7003709594
2-s2.0-0020887603,7005146311
2-s2.0-0020887603,7005408607
2-s2.0-0020887603,7201537795
2-s2.0-0020959995,6602387939
2-s2.0-0020959995,6603815466
2-s2.0-0020959995,7003679756
2-s2.0-0020959995,7005962407
2-s2.0-0020959995,7101646034
2-s2.0-0020959995,7101724759
2-s2.0-0020959995,7102995415
2-s2.0-0020959995,7202436291
2-s2.0-0020959995,56796220200
2-s2.0-0020961705,6602387939
2-s2.0-0020961705,6603815466
2-s2.0-0020961705,7003679756
2-s2.0-0020961705,7005962407
2-s2.0-0020961705,7101646034
2-s2.0-0020961705,7101724759
2-s2.0-0020961705,7102995415
2-s2.0-0020961705,7202436291
2-s2.0-0020961705,56796220200
2-s2.0-0020967157,7003581137
2-s2.0-0020967157,7004400303
2-s2.0-0020967157,7004950562
2-s2.0-0020967157,7101670885
2-s2.0-0020992220,7101785826
2-s2.0-0021025022,6701754700
2-s2.0-0021025022,7004344521
2-s2.0-0021025022,7101883836
2-s2.0-0021025022,7102087724
2-s2.0-0021025022,7103404188
2-s2.0-0021025022,9742651600
2-s2.0-0021025231,6602652202
2-s2.0-0021025231,7006179271
2-s2.0-0021025231,7202240774
2-s2.0-0021039146,7005504774
2-s2.0-0021039146,7202404752
2-s2.0-0021039146,7202436291
2-s2.0-0021039146,7202646564
2-s2.0-0021043853,6602652202
2-s2.0-0021043853,7006179271
2-s2.0-0021043853,7202240774
2-s2.0-0021043853,7801515947
2-s2.0-0021046489,7005034685
2-s2.0-0021046489,7006352388
2-s2.0-0021046489,7006415148
2-s2.0-0021048651,6601991074
2-s2.0-0021048651,7004950562
2-s2.0-0021048651,24523903700
2-s2.0-0021048651,57209055543
2-s2.0-0021051817,6601991074
2-s2.0-0021051817,7003581137
2-s2.0-0021051817,7004950562
2-s2.0-0021073467,7101883836
2-s2.0-0021073467,7102087724
2-s2.0-0021073467,7103404188
2-s2.0-0021098137,7004699703
2-s2.0-0021098137,7007031038
2-s2.0-0021165501,6603216819
2-s2.0-0021165501,6603484634
2-s2.0-0021165501,7006380073
2-s2.0-0021165501,7102250584
2-s2.0-0021165501,7102844042
2-s2.0-0021165501,7103359717
2-s2.0-0021165501,7403138270
2-s2.0-0021165501,56713560800
2-s2.0-0021189346,6505829170
2-s2.0-0021189346,16060985700
2-s2.0-0021189346,57203254320
2-s2.0-0021220853,7004719791
2-s2.0-0021220853,17135774200
2-s2.0-0021220853,35918054900
2-s2.0-0021220853,36072060300
2-s2.0-0021233346,7003581137
2-s2.0-0021233346,7004950562
2-s2.0-0021233346,7202231781
2-s2.0-0021254020,7004344521
2-s2.0-0021254020,7004562625
2-s2.0-0021254020,7101883836
2-s2.0-0021254020,7102077172
2-s2.0-0021254020,7102087724
2-s2.0-0021254020,7103404188
2-s2.0-0021254020,9742651600
2-s2.0-0021263760,6601991074
2-s2.0-0021263760,7004950562
2-s2.0-0021263760,7201415459
2-s2.0-0021263760,55338808200
2-s2.0-0021263760,55404386400
2-s2.0-0021270490,7102699009
2-s2.0-0021270490,7401534449
2-s2.0-0021270490,35918054900
2-s2.0-0021270490,36072060300
2-s2.0-0021281944,6601991074
2-s2.0-0021281944,7004950562
2-s2.0-0021304731,7004699703
2-s2.0-0021304731,7007031038
2-s2.0-0021318358,6601991074
2-s2.0-0021318358,7004950562
2-s2.0-0021318358,7402529560
2-s2.0-0021331233,7202432203
2-s2.0-0021331233,7202436291
2-s2.0-0021331233,55496738100
2-s2.0-0021355593,7005939994
2-s2.0-0021355593,7101883836
2-s2.0-0021355593,7102087724
2-s2.0-0021355593,55411298100
2-s2.0-0021366292,7101883836
2-s2.0-0021366292,7102087724
2-s2.0-0021371489,6503862961
2-s2.0-0021371489,7101785826
2-s2.0-0021371489,16406310800
2-s2.0-0021423401,6602372483
2-s2.0-0021423401,6603566141
2-s2.0-0021423401,7003900475
2-s2.0-0021423401,7005531087
2-s2.0-0021423401,7006615251
2-s2.0-0021423401,7403901025
2-s2.0-0021423401,35512561300
2-s2.0-0021423401,55668972200
2-s2.0-0021430026,7003581137
2-s2.0-0021430026,7004400303
2-s2.0-0021430026,7004950562
2-s2.0-0021430026,7005547301
2-s2.0-0021637681,7006811808
2-s2.0-0021637681,7202432571
2-s2.0-0021637681,35473628500
2-s2.0-0021665186,6603673418
2-s2.0-0021665186,6701678262
2-s2.0-0021665186,7003453359
2-s2.0-0021665186,7003589558
2-s2.0-0021665186,7003758082
2-s2.0-0021665186,56253650700
2-s2.0-0021670994,7003581137
2-s2.0-0021670994,7004400303
2-s2.0-0021670994,7004950562
2-s2.0-0021670994,7101768312
2-s2.0-0021674238,7005939994
2-s2.0-0021674238,7101883836
2-s2.0-0021674238,7102087724
2-s2.0-0021676105,7005504774
2-s2.0-0021676105,7202404752
2-s2.0-0021676105,7202436291
2-s2.0-0021676105,7402767206
2-s2.0-0021676105,7404216161
2-s2.0-0021682307,6602652202
2-s2.0-0021682307,7004161363
2-s2.0-0021682307,7006179271
2-s2.0-0021682307,7202240774
2-s2.0-0021682307,57177342400
2-s2.0-0021682636,6603673418
2-s2.0-0021682636,6701678262
2-s2.0-0021682636,7003453359
2-s2.0-0021682636,56253650700
2-s2.0-0021689922,7006239441
2-s2.0-0021689922,35415571300
2-s2.0-0021689922,57202646662
2-s2.0-0021689922,57212330571
2-s2.0-0021689922,57218965064
2-s2.0-0021708287,6602652202
2-s2.0-0021708287,7006179271
2-s2.0-0021708287,7202240774
2-s2.0-0021708287,7801515947
2-s2.0-0021713081,7202436291
2-s2.0-0021713081,57191497672
2-s2.0-0021713081,57212944329
2-s2.0-0021718050,7202404752
2-s2.0-0021718050,7202436291
2-s2.0-0021718050,7202646564
2-s2.0-0021718050,57225251857
2-s2.0-0021718050,57509290800
2-s2.0-0021729823,6603673418
2-s2.0-0021729823,7003453359
2-s2.0-0021729823,56253650700
2-s2.0-0021733356,6602652202
2-s2.0-0021733356,7006179271
2-s2.0-0021733356,7202240774
2-s2.0-0021733356,7801515947
2-s2.0-0021737120,6602652202
2-s2.0-0021737120,7004161363
